year,"last_name, first_name",player_id,pitch_hand,api_pitch_type,n_pitches,release_speed,spin_rate,movement_inches,alan_active_spin_pct,active_spin,hawkeye_measured,movement_inferred,api_pitch_name,active_spin_formatted,hawkeye_measured_clock_minutes,movement_inferred_clock_minutes,diff_measured_inferred,diff2,diff_measured_inferred_minutes,hawkeye_measured_clock_hh,hawkeye_measured_clock_mm,movement_inferred_clock_hh,movement_inferred_clock_mm,diff_clock_hh,diff_clock_mm,hawkeye_measured_clock_label,movement_inferred_clock_label,diff_clock_label
,"Williams, Trevor",592866,R,FF,320,89.1,2188,11.5,0.532375012,0.674215028,217.9089478,205.4642558,4-Seam Fastball,67,645,675,12.44469206,12.44469206,-30,10,45,11,15,0,30,10:45,11:15,-0H 30M
,"Contreras, Roansy",672710,R,FF,296,94.8,2332,17.9,0.830370376,0.898724236,202.7711988,197.2069351,4-Seam Fastball,90,675,690,5.564263677,5.564263677,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,"Estrada, Jeremiah",669093,R,FF,320,97.2,2215,19.1,0.920656622,0.975390768,186.7198571,183.4640812,4-Seam Fastball,98,705,720,3.255775876,3.255775876,-15,11,45,12,0,0,15,11:45,12:00,-0H 15M
,"Lorenzen, Michael",547179,R,FF,425,94,2379,18.6,0.867331302,0.943182076,220.6800593,216.0515135,4-Seam Fastball,94,645,645,4.628545765,4.628545765,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,"McKenzie, Triston",663474,R,FF,682,91.1,2229,19.2,0.91051248,0.978018191,186.4618532,184.8601204,4-Seam Fastball,98,705,705,1.60173281,1.60173281,0,11,45,11,45,0,0,11:45,11:45, 0H 00M
,"Rodríguez, Randy",678495,R,FF,333,97.8,2535,18,0.826169599,0.901820183,205.2439315,203.3560218,4-Seam Fastball,90,675,675,1.887909696,1.887909696,0,11,15,11,15,0,0,11:15,11:15, 0H 00M
,"Sandoval, Patrick",663776,L,FF,231,93.7,2035,17.1,0.834255637,0.937618747,153.2351158,155.4206497,4-Seam Fastball,94,60,765,-2.185533887,2.185533887,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Turnbull, Spencer",605513,R,FF,319,92,2499,8.9,0.39280085,0.53217959,204.8989489,180.8929301,4-Seam Fastball,53,675,720,24.00601878,24.00601878,-45,11,15,12,0,0,45,11:15,12:00,-0H 45M
,"Verlander, Justin",434378,R,FF,476,93.5,2407,21,0.942793169,0.966400327,204.3381399,204.331212,4-Seam Fastball,97,675,675,0.006927861,0.006927861,0,11,15,11,15,0,0,11:15,11:15, 0H 00M
,"Mlodzinski, Carmen",669387,R,FF,231,96,2284,16,0.798731099,0.897886575,223.4510963,217.9163424,4-Seam Fastball,90,630,645,5.534753882,5.534753882,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"Rodriguez, Grayson",680570,R,FF,819,96.1,2281,20.2,0.951926194,0.98816171,221.3986757,220.702698,4-Seam Fastball,99,630,645,0.695977671,0.695977671,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"Rodríguez, Yariel",684320,R,FF,306,94.2,2405,11.1,0.511948952,0.702667531,203.2756799,189.7950146,4-Seam Fastball,70,675,705,13.48066535,13.48066535,-30,11,15,11,45,0,30,11:15,11:45,-0H 30M
,"Strickland, Hunter",519326,R,FF,210,94.2,2317,17.1,0.79358851,0.829417811,221.2893893,209.7462155,4-Seam Fastball,83,630,660,11.54317382,11.54317382,-30,10,30,11,0,0,30,10:30,11:00,-0H 30M
,"Arrighetti, Spencer",681293,R,FF,648,94,2297,19,0.880258797,0.948941387,219.6514192,218.0805726,4-Seam Fastball,95,645,645,1.570846531,1.570846531,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,"Liberatore, Matthew",669461,L,FF,236,94.3,2119,17.4,0.857165851,0.953256745,151.2244728,154.2389967,4-Seam Fastball,95,60,765,-3.014523886,3.014523886,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Yamamoto, Yoshinobu",808967,R,FF,466,95.5,2141,16.9,0.818940234,0.927547529,213.6384552,206.5835598,4-Seam Fastball,93,660,660,7.054895411,7.054895411,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"De Los Santos, Enyel",660853,R,FF,305,95.5,2219,17.2,0.81920301,0.916755684,224.5084634,222.5659343,4-Seam Fastball,92,630,630,1.942529137,1.942529137,0,10,30,10,30,0,0,10:30,10:30, 0H 00M
,"Domínguez, Seranthony",622554,R,FF,270,97.5,2383,14.5,0.682147709,0.767627002,206.3894064,198.1824197,4-Seam Fastball,77,660,690,8.206986689,8.206986689,-30,11,0,11,30,0,30,11:00,11:30,-0H 30M
,"Woods Richardson, Simeon",680573,R,FF,581,93.1,2187,17.8,0.859610434,0.974600085,197.9431737,199.1041976,4-Seam Fastball,97,690,675,-1.161023894,1.161023894,15,11,30,11,15,0,15,11:30,11:15,+0H 15M
,"Ryan, Joe",657746,R,FS,377,88.6,2015,15.2,0.736453925,0.7829378,239.578594,274.3579939,Split-Finger,78,600,525,-34.77939995,34.77939995,75,10,0,8,45,1,15,10:00,8:45,+1H 15M
,"Mize, Casey",663554,R,FS,217,85.8,1232,14.1,0.867370009,0.852117103,234.206286,258.6565034,Split-Finger,85,615,570,-24.45021744,24.45021744,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,"Bradley, Taj",671737,R,FS,323,90.5,1493,11.7,0.661262005,0.773616256,211.0070049,250.4515205,Split-Finger,77,660,585,-39.44451557,39.44451557,75,11,0,9,45,1,15,11:00,9:45,+1H 15M
,"Maeda, Kenta",628317,R,FS,353,83.7,1354,11.1,0.639103368,0.804491017,247.4255762,281.3661072,Split-Finger,80,585,510,-33.94053101,33.94053101,75,9,45,8,30,1,15,9:45,8:30,+1H 15M
,"Winn, Keaton",676775,R,FS,293,88.9,1603,15.2,0.810854669,0.866877491,241.4798228,272.3217644,Split-Finger,87,600,540,-30.84194161,30.84194161,60,10,0,9,0,1,0,10:00,9:00,+1H 00M
,"Yates, Kirby",489446,R,FS,235,86.4,1321,14.6,0.869724819,0.973131397,261.6906838,275.8085672,Split-Finger,97,555,525,-14.11788337,14.11788337,30,9,15,8,45,0,30,9:15,8:45,+0H 30M
,"Hicks, Jordan",663855,R,FS,285,84.4,921,7.2,0.52596974,0.811806158,274.8642569,299.7673208,Split-Finger,81,525,480,-24.90306386,24.90306386,45,8,45,8,0,0,45,8:45,8:00,+0H 45M
,"Houck, Tanner",656557,R,FS,453,88.4,1798,14.7,0.749196156,0.826305467,256.9670217,288.8552113,Split-Finger,83,570,495,-31.88818963,31.88818963,75,9,30,8,15,1,15,9:30,8:15,+1H 15M
,"Littell, Zack",641793,R,FS,293,83,821,9.1,0.719466236,0.719825249,242.0321484,266.0299003,Split-Finger,72,600,555,-23.99775183,23.99775183,45,10,0,9,15,0,45,10:00,9:15,+0H 45M
,"Miller, Bryce",682243,R,FS,211,83.9,853,10.9,0.817795036,0.618768694,251.1688869,278.7468918,Split-Finger,62,585,525,-27.57800491,27.57800491,60,9,45,8,45,1,0,9:45,8:45,+1H 00M
,"Cruz, Fernando",518585,R,FS,249,81.8,892,7.9,0.577651733,0.64860624,224.5284958,248.5525844,Split-Finger,65,630,585,-24.02408857,24.02408857,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,"Gausman, Kevin",592332,R,FS,576,85.8,1804,18,0.893539195,0.894616996,233.8657042,253.9730012,Split-Finger,89,615,570,-20.10729705,20.10729705,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,"Imanaga, Shota",684007,L,FS,503,83.1,1156,12.6,0.789710876,0.924832964,132.2035607,116.766936,Split-Finger,92,90,120,15.43662469,15.43662469,-30,1,30,2,0,0,30,1:30,2:00,-0H 30M
,"Neris, Héctor",593576,R,FS,231,82.9,1116,9.5,0.611777374,0.677925245,254.3739854,277.5599618,Split-Finger,68,570,525,-23.18597643,23.18597643,45,9,30,8,45,0,45,9:30,8:45,+0H 45M
,"Quantrill, Cal",615698,R,FS,526,86.2,994,11.1,0.847303084,0.9404794,240.3027543,249.7194127,Split-Finger,94,600,585,-9.416658388,9.416658388,15,10,0,9,45,0,15,10:00,9:45,+0H 15M
,"Eovaldi, Nathan",543135,R,FS,422,88.7,1635,15,0.808433699,0.88706371,241.6855021,272.7005249,Split-Finger,89,600,540,-31.01502275,31.01502275,60,10,0,9,0,1,0,10:00,9:00,+1H 00M
,"Montas, Frankie",593423,R,FS,320,85.7,1511,10,0.557125734,0.80645762,233.7669737,266.1350325,Split-Finger,81,615,555,-32.36805872,32.36805872,60,10,15,9,15,1,0,10:15,9:15,+1H 00M
,"Parker, Mitchell",680730,L,FS,210,85.8,1001,10.4,0.728575416,0.726126552,142.1393791,134.2827083,Split-Finger,73,75,90,7.856670841,7.856670841,-15,1,15,1,30,0,15,1:15,1:30,-0H 15M
,"Yamamoto, Yoshinobu",808967,R,FS,261,90,1307,9,0.54419906,0.731166537,237.1828575,255.3174633,Split-Finger,73,600,570,-18.13460581,18.13460581,30,10,0,9,30,0,30,10:00,9:30,+0H 30M
,"Blach, Ty",621389,L,SI,508,89.2,2053,16,0.873931224,0.992018711,113.2411758,109.611645,Sinker,99,135,135,3.629530883,3.629530883,0,2,15,2,15,0,0,2:15,2:15, 0H 00M
,"Pop, Zach",647315,R,SI,311,96.3,2238,16.9,0.811069315,0.753726856,226.7073491,259.0121174,Sinker,75,630,555,-32.30476833,32.30476833,75,10,30,9,15,1,15,10:30,9:15,+1H 15M
,"Ross, Joe",605452,R,SI,211,94.5,2130,16.1,0.780643169,0.788543134,210.9992269,239.0857383,Sinker,79,660,600,-28.08651134,28.08651134,60,11,0,10,0,1,0,11:00,10:00,+1H 00M
,"Fried, Max",608331,L,SI,251,93.7,2023,13.9,0.696918872,0.66756493,158.9690598,124.328338,Sinker,67,765,105,34.64072179,34.64072179,-60,12,45,1,45,1,0,12:45,1:45,-1H 00M
,"King, John",667463,L,SI,320,93.4,2170,16.1,0.784251905,0.81508305,126.8347437,97.0748016,Sinker,82,105,165,29.75994212,29.75994212,-60,1,45,2,45,1,0,1:45,2:45,-1H 00M
,"Lugo, Seth",607625,R,SI,384,92.2,2404,17.8,0.819976079,0.808624572,215.0105422,244.5327172,Sinker,81,645,585,-29.52217498,29.52217498,60,10,45,9,45,1,0,10:45,9:45,+1H 00M
,"Mayza, Tim",641835,L,SI,317,91.9,2043,18,0.874511078,0.832130364,139.9205223,113.511533,Sinker,83,75,135,26.40898924,26.40898924,-60,1,15,2,15,1,0,1:15,2:15,-1H 00M
,"Rea, Colin",607067,R,SI,510,92.3,2151,16.6,0.804423348,0.793477835,209.8878634,241.379053,Sinker,79,660,600,-31.49118958,31.49118958,60,11,0,10,0,1,0,11:00,10:00,+1H 00M
,"Wood, Alex",622072,L,SI,349,90.5,1945,19.8,0.954074967,0.996115502,119.1783537,118.5096365,Sinker,100,120,120,0.668717188,0.668717188,0,2,0,2,0,0,0,2:00,2:00, 0H 00M
,"Eflin, Zach",621107,R,SI,471,91.7,2112,16.9,0.811488393,0.748542281,225.1236833,258.3407216,Sinker,75,630,570,-33.21703831,33.21703831,60,10,30,9,30,1,0,10:30,9:30,+1H 00M
,"Gray, Sonny",543243,R,SI,269,93,2421,14,0.642815569,0.624817468,201.7991353,235.9580873,Sinker,62,675,615,-34.15895194,34.15895194,60,11,15,10,15,1,0,11:15,10:15,+1H 00M
,"Hader, Josh",623352,L,SI,517,96,2233,20.4,0.967718258,0.9859844,150.4786469,159.1825289,Sinker,99,60,765,-8.703881968,8.703881968,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Irvin, Jake",663623,R,SI,341,93.4,2300,18.2,0.851772263,0.832843446,222.9415721,250.1668271,Sinker,83,630,585,-27.225255,27.225255,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,"Lively, Ben",594902,R,SI,443,90.5,1972,18,0.895563884,0.948083133,216.9623902,232.025809,Sinker,95,645,615,-15.06341874,15.06341874,30,10,45,10,15,0,30,10:45,10:15,+0H 30M
,"Lynn, Lance",458681,R,SI,288,91.3,2394,15.5,0.704060215,0.699182752,211.1323932,240.6359994,Sinker,70,660,600,-29.50360625,29.50360625,60,11,0,10,0,1,0,11:00,10:00,+1H 00M
,"Marsh, Alec",679525,R,SI,211,93.5,2396,18.7,0.867625351,0.845251921,224.9135944,250.6122921,Sinker,85,630,585,-25.69869764,25.69869764,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,"Nola, Aaron",605400,R,SI,422,91.4,2227,19.3,0.908412976,0.913636758,225.636158,246.8238825,Sinker,91,630,585,-21.18772444,21.18772444,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,"Hill, Tim",657612,L,SI,368,88.7,2122,18.1,0.855885489,0.883934286,93.26762452,68.442612,Sinker,88,180,225,24.82501252,24.82501252,-45,3,0,3,45,0,45,3:00,3:45,-0H 45M
,"Smyly, Drew",592767,L,SI,313,92.5,2149,18.8,0.905857598,0.991593004,147.3725398,155.7375665,Sinker,99,60,765,-8.36502669,8.36502669,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Webb, Logan",657277,R,SI,753,92.2,1949,15.7,0.788933018,0.755587708,235.1427441,269.3136652,Sinker,76,615,540,-34.17092113,34.17092113,75,10,15,9,0,1,15,10:15,9:00,+1H 15M
,"Elder, Bryce",693821,R,SI,289,90,1996,17.1,0.845243885,0.815676556,206.8391138,235.3364406,Sinker,82,660,615,-28.49732677,28.49732677,45,11,0,10,15,0,45,11:00,10:15,+0H 45M
,"Fedde, Erick",607200,R,SI,563,93.1,1979,13.3,0.664733961,0.72018491,200.574376,228.3346573,Sinker,72,675,630,-27.76028136,27.76028136,45,11,15,10,30,0,45,11:15,10:30,+0H 45M
,"Floro, Dylan",571670,R,SI,341,90.1,2088,18.3,0.873870902,0.865862646,222.0675675,246.0822806,Sinker,87,630,585,-24.01471306,24.01471306,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,"Foley, Jason",671345,R,SI,306,96.9,2025,18,0.908190136,0.927741429,233.2767843,252.4324811,Sinker,93,615,570,-19.15569677,19.15569677,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,"Gibson, Kyle",502043,R,SI,466,90.7,2031,15.5,0.766476443,0.821065703,209.6616029,244.1450245,Sinker,82,660,585,-34.48342151,34.48342151,75,11,0,9,45,1,15,11:00,9:45,+1H 15M
,"Hjelle, Sean",663546,R,SI,402,94.7,2216,16.6,0.789510096,0.777313702,223.4509358,258.3235236,Sinker,78,630,570,-34.87258781,34.87258781,60,10,30,9,30,1,0,10:30,9:30,+1H 00M
,"Holmes, Clay",605280,R,SI,403,96.5,2195,15.9,0.761439446,0.731394639,220.9513652,258.0999839,Sinker,73,645,570,-37.14861868,37.14861868,75,10,45,9,30,1,15,10:45,9:30,+1H 15M
,"Kelly, Kevin",687330,R,SI,387,90.7,2164,18.6,0.87702183,0.821820444,249.1785384,277.3826395,Sinker,82,585,525,-28.20410106,28.20410106,60,9,45,8,45,1,0,9:45,8:45,+1H 00M
,"Manaea, Sean",640455,L,SI,657,92.4,2040,19.6,0.952945614,0.966557825,131.4354181,115.0550518,Sinker,97,90,135,16.38036621,16.38036621,-45,1,30,2,15,0,45,1:30,2:15,-0H 45M
,"Matz, Steven",571927,L,SI,295,93.9,2193,19.4,0.923573291,0.995614865,124.4640077,125.3210364,Sinker,100,105,105,-0.85702874,0.85702874,0,1,45,1,45,0,0,1:45,1:45, 0H 00M
,"Milner, Hoby",571948,L,SI,231,88.4,1979,18.6,0.912978372,0.916708529,105.569497,86.7299584,Sinker,92,150,180,18.83953865,18.83953865,-30,2,30,3,0,0,30,2:30,3:00,-0H 30M
,"Olson, Reese",681857,R,SI,336,94.2,2112,18.3,0.897341685,0.913445121,226.2936843,244.8505464,Sinker,91,630,585,-18.55686209,18.55686209,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,"Romero, JoJo",668941,L,SI,235,93.8,2107,18.4,0.90010341,0.859104498,123.9234585,97.68594396,Sinker,86,105,165,26.23751456,26.23751456,-60,1,45,2,45,1,0,1:45,2:45,-1H 00M
,"Skenes, Paul",694973,R,SI,347,94.1,1755,14.7,0.801359362,0.911855406,250.9139027,273.9809602,Sinker,91,585,525,-23.06705742,23.06705742,60,9,45,8,45,1,0,9:45,8:45,+1H 00M
,"Stone, Gavin",694813,R,SI,391,95.3,2100,19.4,0.95138449,0.96765552,215.0043121,232.873636,Sinker,97,645,615,-17.8693239,17.8693239,30,10,45,10,15,0,30,10:45,10:15,+0H 30M
,"Tate, Dillon",622253,R,SI,289,92.7,1982,17.3,0.855069604,0.899760841,232.7286761,259.4758564,Sinker,90,615,555,-26.74718034,26.74718034,60,10,15,9,15,1,0,10:15,9:15,+1H 00M
,"Walker, Ryan",676254,R,SI,426,95.2,2256,15.4,0.729655526,0.718716557,231.2098249,259.9208411,Sinker,72,615,555,-28.71101617,28.71101617,60,10,15,9,15,1,0,10:15,9:15,+1H 00M
,"Zerpa, Angel",672582,L,SI,224,96.1,2094,17.6,0.887659501,0.839079339,127.226994,99.8778166,Sinker,84,105,165,27.3491774,27.3491774,-60,1,45,2,45,1,0,1:45,2:45,-1H 00M
,"Assad, Javier",665871,R,SI,567,91.7,1897,17.7,0.894548053,0.885720753,204.916391,234.4950151,Sinker,89,675,615,-29.57862415,29.57862415,60,11,15,10,15,1,0,11:15,10:15,+1H 00M
,"Bello, Brayan",678394,R,SI,676,95.8,2025,18.6,0.928535818,0.907224435,235.3008087,261.5229057,Sinker,91,615,555,-26.22209698,26.22209698,60,10,15,9,15,1,0,10:15,9:15,+1H 00M
,"Bradish, Kyle",680694,R,SI,244,95.4,2200,16.9,0.817186848,0.777609062,189.0914363,220.9981229,Sinker,78,705,645,-31.90668655,31.90668655,60,11,45,10,45,1,0,11:45,10:45,+1H 00M
,"Brown, Hunter",686613,R,SI,264,95.5,2144,18.9,0.918931261,0.892673704,205.299696,227.7960809,Sinker,89,675,630,-22.49638491,22.49638491,45,11,15,10,30,0,45,11:15,10:30,+0H 45M
,"Bummer, Aaron",607481,L,SI,265,93.3,2191,16.2,0.784673493,0.823509446,114.6641464,85.41616452,Sinker,82,135,195,29.24798193,29.24798193,-60,2,15,3,15,1,0,2:15,3:15,-1H 00M
,"Cano, Yennier",666974,R,SI,332,95.8,2075,18.5,0.911125764,0.893327583,253.7436514,279.2610849,Sinker,89,570,525,-25.5174335,25.5174335,45,9,30,8,45,0,45,9:30,8:45,+0H 45M
,"Civale, Aaron",650644,R,SI,395,92.7,2267,18.9,0.884514608,0.883337932,210.5030355,229.4947137,Sinker,88,660,615,-18.99167824,18.99167824,45,11,0,10,15,0,45,11:00,10:15,+0H 45M
,"Dunning, Dane",641540,R,SI,406,90,2101,16,0.766900699,0.834232707,217.294567,247.6997392,Sinker,83,645,585,-30.40517215,30.40517215,60,10,45,9,45,1,0,10:45,9:45,+1H 00M
,"Feltner, Ryan",663372,R,SI,236,94.3,2270,15.6,0.786363208,0.775432776,211.960205,240.300374,Sinker,78,660,600,-28.34016895,28.34016895,60,11,0,10,0,1,0,11:00,10:00,+1H 00M
,"García, Luis",472610,R,SI,341,96.4,2141,18,0.873518245,0.860306354,207.6945858,235.1792084,Sinker,86,660,615,-27.48462258,27.48462258,45,11,0,10,15,0,45,11:00,10:15,+0H 45M
,"Hicks, Jordan",663855,R,SI,865,94.4,1925,17.3,0.876210942,0.856472166,228.3561351,255.0339659,Sinker,86,630,570,-26.67783071,26.67783071,60,10,30,9,30,1,0,10:30,9:30,+1H 00M
,"Hoeing, Bryan",663773,R,SI,224,93.8,1961,19.1,0.950193476,0.935821117,230.0708031,249.9624247,Sinker,94,615,585,-19.89162167,19.89162167,30,10,15,9,45,0,30,10:15,9:45,+0H 30M
,"Houck, Tanner",656557,R,SI,557,93.4,2197,16.8,0.796905812,0.766324846,243.9570303,273.4471706,Sinker,77,585,540,-29.49014029,29.49014029,45,9,45,9,0,0,45,9:45,9:00,+0H 45M
,"Keller, Mitch",656605,R,SI,412,93.7,2436,17.7,0.815922068,0.784897903,220.2006942,244.0189335,Sinker,78,645,585,-23.81823934,23.81823934,60,10,45,9,45,1,0,10:45,9:45,+1H 00M
,"King, Michael",650633,R,SI,454,92.8,2259,17.5,0.816520251,0.731597238,217.5640504,253.8695329,Sinker,73,645,570,-36.30548255,36.30548255,75,10,45,9,30,1,15,10:45,9:30,+1H 15M
,"Kirby, George",669923,R,SI,451,95.9,2228,19.9,0.941466678,0.912067499,216.7365528,237.552508,Sinker,91,645,600,-20.81595517,20.81595517,45,10,45,10,0,0,45,10:45,10:00,+0H 45M
,"Koenig, Jared",657649,L,SI,330,94.5,2318,18.7,0.876324058,0.796784409,148.4996215,123.817507,Sinker,80,60,105,24.68211453,24.68211453,-45,1,0,1,45,0,45,1:00,1:45,-0H 45M
,"Littell, Zack",641793,R,SI,264,91.9,2026,20,0.979907338,0.936293776,209.7478266,230.4323482,Sinker,94,660,615,-20.68452163,20.68452163,45,11,0,10,15,0,45,11:00,10:15,+0H 45M
,"López, Jorge",605347,R,SI,232,95.3,1972,19.8,0.987265098,0.972496124,228.9072852,246.7647602,Sinker,97,615,585,-17.85747498,17.85747498,30,10,15,9,45,0,30,10:15,9:45,+0H 30M
,"Mantiply, Joe",573009,L,SI,241,89.2,2196,19.1,0.911534531,0.929391954,108.8958738,92.0957428,Sinker,93,135,180,16.80013097,16.80013097,-45,2,15,3,0,0,45,2:15,3:00,-0H 45M
,"Miller, Bryce",682243,R,SI,336,94.6,2399,19.5,0.888398871,0.869592244,214.8440456,239.9203727,Sinker,87,645,600,-25.07632701,25.07632701,45,10,45,10,0,0,45,10:45,10:00,+0H 45M
,"Rogers, Tyler",643511,R,SI,416,82.4,1946,13.3,0.637358398,0.689481431,321.2050838,354.5620063,Sinker,69,435,375,-33.35692254,33.35692254,60,7,15,6,15,1,0,7:15,6:15,+1H 00M
,"Singer, Brady",663903,R,SI,760,92.2,2246,17.4,0.836737163,0.832638492,216.14454,240.6367654,Sinker,83,645,600,-24.49222546,24.49222546,45,10,45,10,0,0,45,10:45,10:00,+0H 45M
,"Skubal, Tarik",669373,L,SI,375,96.7,2124,19.4,0.95551896,0.925700216,145.7570101,126.9248265,Sinker,93,75,105,18.83218354,18.83218354,-30,1,15,1,45,0,30,1:15,1:45,-0H 30M
,"Soto, Gregory",642397,L,SI,243,97.5,2297,19.7,0.932960282,0.915236385,134.4665172,112.234836,Sinker,92,90,135,22.23168115,22.23168115,-45,1,30,2,15,0,45,1:30,2:15,-0H 45M
,"Ureña, José",570632,R,SI,465,95.9,2160,18.8,0.924815741,0.933007943,225.7479857,247.802608,Sinker,93,630,585,-22.05462235,22.05462235,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,"Waldron, Matt",663362,R,SI,259,90,1968,18.1,0.888914977,0.86643769,224.1702105,247.4119892,Sinker,87,630,585,-23.24177863,23.24177863,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,"Wheeler, Zack",554430,R,SI,362,94.4,2270,19.1,0.894840359,0.8434142,225.4081628,252.6525157,Sinker,84,630,570,-27.24435293,27.24435293,60,10,30,9,30,1,0,10:30,9:30,+1H 00M
,"Wilson, Bryse",669060,R,SI,420,93.1,2109,18,0.884744227,0.864118981,212.648011,239.3158401,Sinker,86,660,600,-26.6678291,26.6678291,60,11,0,10,0,1,0,11:00,10:00,+1H 00M
,"Bassitt, Chris",605135,R,SI,838,92.5,2106,18.9,0.907947079,0.864565504,220.8761658,246.3865872,Sinker,86,645,585,-25.51042134,25.51042134,60,10,45,9,45,1,0,10:45,9:45,+1H 00M
,"Castillo, Luis",622491,R,SI,354,95.6,2014,19.4,0.960326157,0.932074202,239.1193398,261.6704169,Sinker,93,600,555,-22.55107708,22.55107708,45,10,0,9,15,0,45,10:00,9:15,+0H 45M
,"Chafin, Andrew",605177,L,SI,220,92,2143,19.7,0.943444926,0.943263403,144.3238631,126.2758371,Sinker,94,75,105,18.04802607,18.04802607,-30,1,15,1,45,0,30,1:15,1:45,-0H 30M
,"Cronin, Declan",686539,R,SI,313,93.3,2564,13,0.575291257,0.709689266,234.6468743,266.7062814,Sinker,71,615,540,-32.05940712,32.05940712,75,10,15,9,0,1,15,10:15,9:00,+1H 15M
,"Fulmer, Carson",608334,R,SI,234,92.9,2252,18.5,0.863539246,0.800927762,212.1782117,240.0695268,Sinker,80,660,600,-27.89131503,27.89131503,60,11,0,10,0,1,0,11:00,10:00,+1H 00M
,"Houser, Adrian",605288,R,SI,489,92.5,2073,18.8,0.908751401,0.905663394,223.785904,249.0343872,Sinker,91,630,585,-25.24848315,25.24848315,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,"Hudson, Dakota",641712,R,SI,424,90.3,2040,14.5,0.742176097,0.847119232,230.2635971,254.2200763,Sinker,85,615,570,-23.95647917,23.95647917,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,"Kolek, Stephen",663568,R,SI,278,95.3,2217,16.7,0.796928512,0.716777544,216.8732028,254.1876864,Sinker,72,645,570,-37.31448367,37.31448367,75,10,45,9,30,1,15,10:45,9:30,+1H 15M
,"Mikolas, Miles",571945,R,SI,419,92.3,2162,17.1,0.828577815,0.81933001,214.7665479,239.8869098,Sinker,82,645,600,-25.12036185,25.12036185,45,10,45,10,0,0,45,10:45,10:00,+0H 45M
,"Ortiz, Luis L.",682847,R,SI,278,95.1,2298,16.7,0.800198319,0.785377977,228.736211,261.6409759,Sinker,79,630,555,-32.90476487,32.90476487,75,10,30,9,15,1,15,10:30,9:15,+1H 15M
,"Ottavino, Adam",493603,R,SI,237,92.1,2220,17.5,0.815011248,0.785606359,221.9037138,255.324074,Sinker,79,630,570,-33.42036016,33.42036016,60,10,30,9,30,1,0,10:30,9:30,+1H 00M
,"Peguero, Elvis",665625,R,SI,319,96.8,1895,18.3,0.953754375,0.945582265,240.1644199,259.434963,Sinker,95,600,555,-19.27054305,19.27054305,45,10,0,9,15,0,45,10:00,9:15,+0H 45M
,"Quantrill, Cal",615698,R,SI,732,93.8,2199,17.8,0.921146055,0.990117645,216.2335268,221.424279,Sinker,99,645,630,-5.19075229,5.19075229,15,10,45,10,30,0,15,10:45,10:30,+0H 15M
,"Quintana, Jose",500779,L,SI,498,90.7,2064,18.6,0.892716084,0.84736548,155.800102,130.7635308,Sinker,85,765,105,25.0365712,25.0365712,-60,12,45,1,45,1,0,12:45,1:45,-1H 00M
,"Rogers, Taylor",573124,L,SI,336,93.2,2104,18.3,0.880188984,0.874636479,129.9284501,107.483466,Sinker,87,105,150,22.44498404,22.44498404,-45,1,45,2,30,0,45,1:45,2:30,-0H 45M
,"Rogers, Trevor",669432,L,SI,434,91.5,2379,19.8,0.897580305,0.897564625,131.0542181,109.7071152,Sinker,90,105,135,21.34710298,21.34710298,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,"Severino, Luis",622663,R,SI,505,95.5,2094,18.8,0.922371221,0.899470642,213.253541,234.6274576,Sinker,90,660,615,-21.37391669,21.37391669,45,11,0,10,15,0,45,11:00,10:15,+0H 45M
,"Soriano, José",667755,R,SI,614,97.8,1909,16.7,0.869942393,0.913472302,232.5936235,258.0662461,Sinker,91,615,570,-25.47262255,25.47262255,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,"Thompson, Ryan",657044,R,SI,382,91,2037,16.7,0.8291487,0.79605662,267.2952021,296.8100615,Sinker,80,540,480,-29.51485939,29.51485939,60,9,0,8,0,1,0,9:00,8:00,+1H 00M
,"Vieira, Thyago",600986,R,SI,297,97.1,2224,19.4,0.938569078,0.977961048,220.9378436,231.3571043,Sinker,98,645,615,-10.41926071,10.41926071,30,10,45,10,15,0,30,10:45,10:15,+0H 30M
