year,"last_name, first_name",player_id,pitch_hand,api_pitch_type,n_pitches,release_speed,spin_rate,movement_inches,alan_active_spin_pct,active_spin,hawkeye_measured,movement_inferred,api_pitch_name,active_spin_formatted,hawkeye_measured_clock_minutes,movement_inferred_clock_minutes,diff_measured_inferred,diff2,diff_measured_inferred_minutes,hawkeye_measured_clock_hh,hawkeye_measured_clock_mm,movement_inferred_clock_hh,movement_inferred_clock_mm,diff_clock_hh,diff_clock_mm,hawkeye_measured_clock_label,movement_inferred_clock_label,diff_clock_label
,"Littell, Zack",641793,R,FF,370,92.6,2020,17.5,0.873828526,0.956929399,208.6017869,204.2007483,4-Seam Fastball,96,660,675,4.401038627,4.401038627,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"López, Pablo",641154,R,FF,753,94.6,2212,15.4,0.734400813,0.75856454,211.4165921,201.6500069,4-Seam Fastball,76,660,675,9.76658519,9.76658519,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Manning, Matt",666159,R,FF,211,93.8,2229,17.4,0.825968198,0.936927235,198.1214343,191.7430815,4-Seam Fastball,94,690,690,6.378352784,6.378352784,0,11,30,11,30,0,0,11:30,11:30, 0H 00M
,"Megill, Tylor",656731,R,FF,358,95.6,2213,17.1,0.823180904,0.901666648,211.5509842,202.3313113,4-Seam Fastball,90,660,675,9.219672922,9.219672922,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Miller, Bobby",676272,R,FF,234,97.5,2316,17.7,0.861456764,0.982682652,211.6180818,208.7646166,4-Seam Fastball,98,660,660,2.853465246,2.853465246,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Miller, Bryce",682243,R,FF,763,95.1,2475,18.9,0.847526094,0.896501568,207.6828833,201.316282,4-Seam Fastball,90,660,675,6.366601273,6.366601273,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Miller, Mason",695243,R,FF,377,100.9,2524,19.1,0.875841203,0.909165243,214.1732854,210.3871942,4-Seam Fastball,91,645,660,3.78609123,3.78609123,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Miller, Tyson",668338,R,FF,267,89.8,2193,10.3,0.483142267,0.613183002,212.5578199,189.3980331,4-Seam Fastball,61,660,705,23.15978679,23.15978679,-45,11,0,11,45,0,45,11:00,11:45,-0H 45M
,"Myers, Tobias",668964,R,FF,462,92.7,2214,19.2,0.930690359,0.99601919,197.7153048,194.8515639,4-Seam Fastball,100,690,690,2.86374091,2.86374091,0,11,30,11,30,0,0,11:30,11:30, 0H 00M
,"Nardi, Andrew",677053,L,FF,409,94,2297,19.1,0.89174439,0.947555368,146.1660037,152.7815136,4-Seam Fastball,95,75,60,-6.61550992,6.61550992,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,"Nicolas, Kyle",693312,R,FF,338,97.7,2383,18.9,0.91483906,0.984920789,213.1896536,209.9728867,4-Seam Fastball,98,660,660,3.216766897,3.216766897,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Paxton, James",572020,L,FF,882,93.2,2089,17.2,0.850691022,0.957178142,135.8518708,140.1667973,4-Seam Fastball,96,90,75,-4.314926501,4.314926501,15,1,30,1,15,0,15,1:30,1:15,+0H 15M
,"Pearson, Nate",663878,R,FF,320,97.6,2220,17.8,0.854534177,0.959269309,212.5290469,207.1726385,4-Seam Fastball,96,660,660,5.356408428,5.356408428,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Pivetta, Nick",601713,R,FF,673,94.2,2344,19.7,0.930030549,0.980341785,195.3662094,191.9990808,4-Seam Fastball,98,690,690,3.367128612,3.367128612,0,11,30,11,30,0,0,11:30,11:30, 0H 00M
,"Pressly, Ryan",519151,R,FF,216,93.9,2555,15.8,0.699586691,0.720666532,193.3731616,179.9713735,4-Seam Fastball,72,690,720,13.40178811,13.40178811,-30,11,30,12,0,0,30,11:30,12:00,-0H 30M
,"Scherzer, Max",453286,R,FF,232,92.6,2299,18.5,0.864017389,0.935407607,222.768853,214.949332,4-Seam Fastball,94,630,645,7.819521068,7.819521068,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"Scott, Tanner",656945,L,FF,445,96.9,2578,17.2,0.771579148,0.751010685,148.5068707,162.9385161,4-Seam Fastball,75,60,750,-14.43164537,14.43164537,30,1,0,12,30,0,30,1:00,12:30,+0H 30M
,"Scott, Tayler",605463,R,FF,349,92.7,2116,19.2,0.918640363,0.966951956,244.1338994,240.2299053,4-Seam Fastball,97,585,600,3.903994102,3.903994102,-15,9,45,10,0,0,15,9:45,10:00,-0H 15M
,"Singer, Brady",663903,R,FF,238,91.6,2350,13.8,0.649541163,0.80910801,211.0173395,207.6943659,4-Seam Fastball,81,660,660,3.322973611,3.322973611,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Skubal, Tarik",669373,L,FF,565,96.8,2227,17.4,0.837853616,0.95640871,146.9689644,155.3540715,4-Seam Fastball,96,60,765,-8.38510714,8.38510714,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Suarez, José",660761,L,FF,255,92.9,2345,19.2,0.873998716,0.918580859,145.5848175,154.1358261,4-Seam Fastball,92,75,765,-8.551008579,8.551008579,30,1,15,12,45,0,30,1:15,12:45,+0H 30M
,"Waldron, Matt",663362,R,FF,378,90.7,2062,16.7,0.805985469,0.903776213,223.5660885,215.5302057,4-Seam Fastball,90,630,645,8.035882815,8.035882815,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"Weems, Jordan",607179,R,FF,425,96,2099,18.6,0.914693992,0.986611815,213.1317155,209.0872116,4-Seam Fastball,99,660,660,4.044503905,4.044503905,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Wheeler, Zack",554430,R,FF,810,95.1,2425,17.3,0.790169014,0.835404981,224.2541749,214.866661,4-Seam Fastball,84,630,645,9.387513879,9.387513879,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"Wicks, Jordan",696136,L,FF,235,93,2316,17.9,0.823233768,0.878586229,156.1121812,165.8686495,4-Seam Fastball,88,765,750,-9.756468295,9.756468295,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,"Abbott, Andrew",671096,L,FF,1014,92.9,2252,18.1,0.862501286,0.956470874,148.5657754,149.2674677,4-Seam Fastball,96,60,60,-0.701692248,0.701692248,0,1,0,1,0,0,0,1:00,1:00, 0H 00M
,"Castillo, Luis",622491,R,FF,859,95.5,2162,17.5,0.835226011,0.916061216,236.0474194,227.8847005,4-Seam Fastball,92,615,630,8.162718943,8.162718943,-15,10,15,10,30,0,15,10:15,10:30,-0H 15M
,"Cecconi, Slade",677944,R,FF,575,94.1,2344,20.2,0.950302893,0.991924614,229.2934414,226.6549208,4-Seam Fastball,99,615,630,2.638520576,2.638520576,-15,10,15,10,30,0,15,10:15,10:30,-0H 15M
,"Cortes, Nestor",641482,L,FF,923,91.9,2319,19.2,0.88144653,0.963231817,159.3570881,164.5266336,4-Seam Fastball,96,765,750,-5.169545503,5.169545503,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,"Cruz, Fernando",518585,R,FF,215,94.7,2280,17.8,0.848311923,0.918169835,211.5928308,202.6456489,4-Seam Fastball,92,660,675,8.947181912,8.947181912,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Falter, Bailey",663559,L,FF,663,91.7,2026,17.1,0.847666313,0.968101316,169.9547567,170.5909713,4-Seam Fastball,97,735,735,-0.636214563,0.636214563,0,12,15,12,15,0,0,12:15,12:15, 0H 00M
,"Finnegan, Kyle",640448,R,FF,452,97.2,2100,18.7,0.939872304,0.987538074,214.0097056,214.7124968,4-Seam Fastball,99,645,645,-0.702791129,0.702791129,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,"Flaherty, Jack",656427,R,FF,668,93.5,2260,15.2,0.717355549,0.808521859,204.2707166,194.1728054,4-Seam Fastball,81,675,690,10.09791122,10.09791122,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,"Gaddis, Hunter",683769,R,FF,278,95.5,2321,17.2,0.813788222,0.92972262,206.6441714,201.9692039,4-Seam Fastball,93,660,675,4.674967492,4.674967492,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Garcia, Robert",676395,L,FF,318,94.3,2215,16.7,0.800132394,0.883028142,130.6909881,140.3946387,4-Seam Fastball,88,105,75,-9.703650596,9.703650596,30,1,45,1,15,0,30,1:45,1:15,+0H 30M
,"Gausman, Kevin",592332,R,FF,973,93.9,2285,20.1,0.936136496,0.971305773,216.7208722,214.6261048,4-Seam Fastball,97,645,645,2.094767367,2.094767367,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,"Gilbert, Logan",669302,R,FF,609,96.2,1970,17,0.848287747,0.957658227,206.9930527,202.8072281,4-Seam Fastball,96,660,675,4.18582461,4.18582461,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Glasnow, Tyler",607192,R,FF,763,96.4,2555,16.1,0.727978597,0.752977582,187.346033,181.0381121,4-Seam Fastball,75,705,720,6.307920952,6.307920952,-15,11,45,12,0,0,15,11:45,12:00,-0H 15M
,"Gomber, Austin",596295,L,FF,646,90.4,2194,18.4,0.927913943,0.992865265,150.4528915,155.7502904,4-Seam Fastball,99,60,765,-5.297398876,5.297398876,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Greene, Hunter",668881,R,FF,1125,97.7,2377,18.5,0.877504817,0.947582634,214.7116451,209.5979275,4-Seam Fastball,95,645,660,5.113717553,5.113717553,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Harrison, Kyle",690986,L,FF,952,92.7,2216,18.2,0.859863154,0.987128049,123.8478593,122.3558741,4-Seam Fastball,99,105,120,1.491985251,1.491985251,-15,1,45,2,0,0,15,1:45,2:00,-0H 15M
,"Harvey, Hunter",640451,R,FF,519,97.8,2042,17.9,0.906553105,0.994833569,209.0540796,204.581853,4-Seam Fastball,99,660,675,4.472226654,4.472226654,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Heaney, Andrew",571760,L,FF,932,91.5,2407,20.8,0.956582311,0.994692607,124.8340388,128.5161996,4-Seam Fastball,99,105,105,-3.682160783,3.682160783,0,1,45,1,45,0,0,1:45,1:45, 0H 00M
,"Hudson, Daniel",543339,R,FF,331,95.3,2477,17,0.784405699,0.856061953,215.5224864,209.0521153,4-Seam Fastball,86,645,660,6.470371045,6.470371045,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Imanaga, Shota",684007,L,FF,846,91.8,2436,20.5,0.923344683,0.986726343,148.316457,149.2103059,4-Seam Fastball,99,60,60,-0.893848918,0.893848918,0,1,0,1,0,0,0,1:00,1:00, 0H 00M
,"Kikuchi, Yusei",579328,L,FF,934,95.7,2278,18.2,0.858952888,0.907465708,144.3362683,153.7325264,4-Seam Fastball,91,75,60,-9.396258073,9.396258073,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,"Kimbrel, Craig",518886,R,FF,448,94.1,2325,18.2,0.842506182,0.921972362,219.9115507,215.0214801,4-Seam Fastball,92,645,645,4.890070677,4.890070677,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,"Lambert, Peter",663567,R,FF,292,94.5,2233,16.9,0.870313217,0.98004675,208.866272,204.0150257,4-Seam Fastball,98,660,675,4.851246255,4.851246255,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Leclerc, José",600917,R,FF,272,95.1,2540,16.8,0.76560229,0.77643658,199.6601862,188.5838322,4-Seam Fastball,78,675,705,11.07635396,11.07635396,-30,11,15,11,45,0,30,11:15,11:45,-0H 30M
,"Martinez, Nick",607259,R,FF,248,92.6,2362,17.6,0.810523502,0.885638402,202.3663702,194.7653843,4-Seam Fastball,89,675,690,7.60098588,7.60098588,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,"Martinez, Seth",661527,R,FF,227,90.8,2104,15.8,0.751975851,0.8528213,238.9071071,230.7920495,4-Seam Fastball,85,600,615,8.115057558,8.115057558,-15,10,0,10,15,0,15,10:00,10:15,-0H 15M
,"McGough, Scott",543518,R,FF,235,93.1,2354,19.7,0.937262737,0.974532881,207.9130337,205.5800798,4-Seam Fastball,97,660,675,2.332953962,2.332953962,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Megill, Trevor",656730,R,FF,344,98.8,2459,18.5,0.871190451,0.93252549,198.8342886,198.4138263,4-Seam Fastball,93,675,690,0.42046236,0.42046236,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,"Mikolas, Miles",571945,R,FF,459,93.1,2255,14.6,0.698229766,0.855007166,215.6827002,207.5747155,4-Seam Fastball,86,645,660,8.107984682,8.107984682,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Miller, Shelby",571946,R,FF,322,93.3,2401,19.8,0.908166896,0.980358006,210.5870363,208.8743997,4-Seam Fastball,98,660,660,1.712636599,1.712636599,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Nastrini, Nick",680897,R,FF,251,93.7,2375,18.9,0.863937725,0.907910772,195.9330126,192.5358473,4-Seam Fastball,91,690,690,3.397165387,3.397165387,0,11,30,11,30,0,0,11:30,11:30, 0H 00M
,"Neris, Héctor",593576,R,FF,297,92.9,2402,18.8,0.864316541,0.904418553,215.6494245,210.143579,4-Seam Fastball,90,645,660,5.505845551,5.505845551,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Ortiz, Luis L.",682847,R,FF,303,95.9,2276,15.7,0.770257263,0.878616796,233.6160513,227.0891738,4-Seam Fastball,88,615,630,6.526877501,6.526877501,-15,10,15,10,30,0,15,10:15,10:30,-0H 15M
,"Paddack, Chris",663978,R,FF,623,93.3,2214,19.7,0.942148598,0.993187265,212.9963377,214.0067178,4-Seam Fastball,99,660,645,-1.010380046,1.010380046,15,11,0,10,45,0,15,11:00,10:45,+0H 15M
,"Quintana, Jose",500779,L,FF,362,90.5,2061,15.7,0.752313775,0.850821312,156.1098561,167.1751078,4-Seam Fastball,85,765,750,-11.06525173,11.06525173,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,"Rainey, Tanner",663432,R,FF,379,93.7,2387,20.6,0.950766181,0.972626046,215.6540949,212.4729131,4-Seam Fastball,97,645,660,3.181181802,3.181181802,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Rodón, Carlos",607074,L,FF,999,95.4,2396,19.6,0.904379083,0.958751733,147.9201559,152.6810198,4-Seam Fastball,96,60,60,-4.760863969,4.760863969,0,1,0,1,0,0,0,1:00,1:00, 0H 00M
,"Rogers, Trevor",669432,L,FF,616,92,2437,18.7,0.844559617,0.902457527,129.8694295,138.8103447,4-Seam Fastball,90,105,75,-8.940915262,8.940915262,30,1,45,1,15,0,30,1:45,1:15,+0H 30M
,"Severino, Luis",622663,R,FF,644,96.1,2212,16.8,0.79516926,0.902530515,209.6947884,204.2112302,4-Seam Fastball,90,660,675,5.483558188,5.483558188,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Shuster, Jared",694363,L,FF,309,92.2,2182,17.5,0.836189536,0.938717818,138.1088662,144.713063,4-Seam Fastball,94,90,75,-6.604196794,6.604196794,15,1,30,1,15,0,15,1:30,1:15,+0H 15M
,"Soriano, José",667755,R,FF,217,98.9,2183,16.8,0.814845648,0.895044539,233.3795964,225.7403954,4-Seam Fastball,90,615,630,7.63920098,7.63920098,-15,10,15,10,30,0,15,10:15,10:30,-0H 15M
,"Spiers, Carson",686730,R,FF,212,92.3,2317,16.4,0.775305098,0.863976593,214.592889,204.6966431,4-Seam Fastball,86,645,675,9.896245902,9.896245902,-30,10,45,11,15,0,30,10:45,11:15,-0H 30M
,"Steele, Justin",657006,L,FF,850,91.6,2415,12.7,0.582794111,0.660613868,162.4567924,179.9716846,4-Seam Fastball,66,750,720,-17.51489226,17.51489226,30,12,30,12,0,0,30,12:30,12:00,+0H 30M
,"Suarez, Robert",663158,R,FF,443,98.8,2422,19.1,0.894023229,0.960824614,206.8237328,204.3119809,4-Seam Fastball,96,660,675,2.51175195,2.51175195,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Vodnik, Victor",680767,R,FF,588,97.8,2283,15.8,0.816256413,0.932585765,211.313634,206.338473,4-Seam Fastball,93,660,660,4.975160977,4.975160977,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Wacha, Michael",608379,R,FF,377,93.5,2133,18.7,0.911877492,0.991354553,206.2922398,201.0495224,4-Seam Fastball,99,660,675,5.242717461,5.242717461,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Weathers, Ryan",677960,L,FF,466,95.9,2323,19.7,0.913211201,0.964822707,135.7626232,137.4613851,4-Seam Fastball,96,90,90,-1.698761885,1.698761885,0,1,30,1,30,0,0,1:30,1:30, 0H 00M
,"Wilson, Justin",458677,L,FF,235,95.3,2215,18.4,0.898009555,0.967032064,153.5922577,158.9158396,4-Seam Fastball,97,60,765,-5.323581876,5.323581876,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Anderson, Tyler",542881,L,FF,779,89.2,2182,19.6,0.911333634,0.983259052,162.1340678,166.9454247,4-Seam Fastball,98,750,750,-4.811356915,4.811356915,0,12,30,12,30,0,0,12:30,12:30, 0H 00M
,"Berríos, José",621244,R,FF,324,94,2161,17.5,0.84302828,0.930859251,222.1906668,215.6195306,4-Seam Fastball,93,630,645,6.571136201,6.571136201,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"Eovaldi, Nathan",543135,R,FF,582,95.5,2189,18.5,0.895568937,0.962030352,232.3091725,234.4630604,4-Seam Fastball,96,615,615,-2.153887887,2.153887887,0,10,15,10,15,0,0,10:15,10:15, 0H 00M
,"Fairbanks, Pete",664126,R,FF,307,97.3,2358,17.8,0.837962929,0.918119668,194.4314023,188.4928033,4-Seam Fastball,92,690,705,5.938598976,5.938598976,-15,11,30,11,45,0,15,11:30,11:45,-0H 15M
,"Ferguson, Caleb",657571,L,FF,294,93.7,2229,17.5,0.820119173,0.910289409,141.1927681,149.2695681,4-Seam Fastball,91,75,60,-8.076799986,8.076799986,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,"Francis, Bowden",670102,R,FF,354,93.3,2386,19.3,0.88162312,0.9123364,207.1489692,202.458579,4-Seam Fastball,91,660,675,4.690390188,4.690390188,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Gore, MacKenzie",669022,L,FF,1087,96.3,2319,18.3,0.85676574,0.928742021,153.0679594,160.7805364,4-Seam Fastball,93,60,765,-7.712577011,7.712577011,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Howard, Spencer",675921,R,FF,272,93.8,2095,17.7,0.869281855,0.974056,211.0259598,207.7215989,4-Seam Fastball,97,660,660,3.304360838,3.304360838,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Kopech, Michael",656629,R,FF,614,98.6,2609,20.7,0.930458847,0.949830734,212.5285102,210.1199304,4-Seam Fastball,95,660,660,2.408579758,2.408579758,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Leasure, Jordan",673929,R,FF,335,96.1,2274,18.1,0.858531482,0.937068852,199.2151428,197.0123412,4-Seam Fastball,94,675,690,2.202801673,2.202801673,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,"Luzardo, Jesús",666200,L,FF,426,95.2,2208,20,0.944625228,0.976650174,133.6159002,136.9298874,4-Seam Fastball,98,90,90,-3.313987141,3.313987141,0,1,30,1,30,0,0,1:30,1:30, 0H 00M
,"Molina, Anthony",683627,R,FF,308,94.5,2108,16.6,0.883529501,0.992564844,212.3253125,208.3128836,4-Seam Fastball,99,660,660,4.012428902,4.012428902,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Montas, Frankie",593423,R,FF,545,95.2,2359,15.8,0.745405142,0.821563975,212.4201308,202.630743,4-Seam Fastball,82,660,675,9.78938781,9.78938781,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Montero, Keider",672456,R,FF,262,95.3,2137,15.5,0.771561451,0.890499798,207.3037572,200.5370172,4-Seam Fastball,89,660,675,6.766740001,6.766740001,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Montero, Rafael",606160,R,FF,301,95.4,2422,19,0.868632755,0.906787759,222.109687,217.5055787,4-Seam Fastball,91,630,645,4.604108347,4.604108347,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"Morton, Charlie",450203,R,FF,491,93.8,2248,17,0.817658344,0.904626039,240.23924,234.9067659,4-Seam Fastball,90,600,615,5.332474024,5.332474024,-15,10,0,10,15,0,15,10:00,10:15,-0H 15M
,"Muñoz, Roddery",682610,R,FF,267,95.6,2275,17.9,0.847271448,0.899424392,225.9242794,217.1052502,4-Seam Fastball,90,630,645,8.819029192,8.819029192,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"Pallante, Andre",669467,R,FF,424,94.8,2256,9.3,0.445628902,0.71999706,183.4338557,180.7106918,4-Seam Fastball,72,720,720,2.723163921,2.723163921,0,12,0,12,0,0,0,12:00,12:00, 0H 00M
,"Peralta, Freddy",642547,R,FF,1077,94.3,2449,17.7,0.808980936,0.888194079,209.2521654,203.4580338,4-Seam Fastball,89,660,675,5.7941316,5.7941316,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Pfaadt, Brandon",694297,R,FF,618,93.5,2554,15.1,0.685650622,0.702592323,213.2952095,201.1061503,4-Seam Fastball,70,660,675,12.18905916,12.18905916,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Soroka, Michael",647336,R,FF,406,93.3,2521,18,0.812246608,0.834541335,218.131958,208.9906439,4-Seam Fastball,83,645,660,9.141314077,9.141314077,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Stratton, Chris",608717,R,FF,260,91.9,2423,15.9,0.733892057,0.831962721,216.4365781,203.4980398,4-Seam Fastball,83,645,675,12.93853838,12.93853838,-30,10,45,11,15,0,30,10:45,11:15,-0H 30M
,"Stripling, Ross",548389,R,FF,306,91.6,2138,18.1,0.847777715,0.894879131,202.8068999,195.3800565,4-Seam Fastball,89,675,690,7.426843488,7.426843488,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,"Suárez, Albert",544150,R,FF,653,95,2391,18.3,0.843152968,0.925066063,212.9337699,207.7285299,4-Seam Fastball,93,660,660,5.205240023,5.205240023,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Suárez, Ranger",624133,L,FF,318,92,2012,12.9,0.637486467,0.788849549,137.9955521,154.2576699,4-Seam Fastball,79,90,765,-16.26211784,16.26211784,45,1,30,12,45,0,45,1:30,12:45,+0H 45M
,"Tonkin, Michael",543859,R,FF,311,93,2354,18,0.818972056,0.90842323,237.3771699,233.326047,4-Seam Fastball,91,600,615,4.051122889,4.051122889,-15,10,0,10,15,0,15,10:00,10:15,-0H 15M
,"Vásquez, Randy",681190,R,FF,364,94.3,2405,17.4,0.804977485,0.880604201,212.1534868,207.0630677,4-Seam Fastball,88,660,660,5.090419046,5.090419046,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Williams, Gavin",668909,R,FF,241,96.5,2328,19.1,0.914981637,0.977603724,222.1499061,219.119847,4-Seam Fastball,98,630,645,3.030059095,3.030059095,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"Alexander, Tyler",641302,L,FF,219,89.1,2300,19.3,0.887341577,0.915553235,146.7351282,152.3245444,4-Seam Fastball,92,60,60,-5.589416243,5.589416243,0,1,0,1,0,0,0,1:00,1:00, 0H 00M
,"Armstrong, Shawn",542888,R,FF,267,93.2,2322,17.1,0.795606838,0.840223963,212.9029649,204.5299152,4-Seam Fastball,84,660,675,8.373049662,8.373049662,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Canning, Griffin",656288,R,FF,665,93.5,2110,17.6,0.847775465,0.960970078,211.7863035,209.1283839,4-Seam Fastball,96,660,660,2.657919638,2.657919638,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Carrasco, Carlos",471911,R,FF,363,91.5,2177,10.6,0.501234336,0.746782281,214.060574,200.2198451,4-Seam Fastball,75,645,675,13.84072882,13.84072882,-30,10,45,11,15,0,30,10:45,11:15,-0H 30M
,"Chapman, Aroldis",547973,L,FF,258,97.5,2347,17.1,0.823633857,0.900884964,160.3911767,165.5030435,4-Seam Fastball,90,765,750,-5.11186677,5.11186677,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,"Crawford, Kutter",676710,R,FF,601,92.6,2489,20.8,0.924630456,0.984787515,204.7901944,203.3754142,4-Seam Fastball,98,675,675,1.414780218,1.414780218,0,11,15,11,15,0,0,11:15,11:15, 0H 00M
,"Crochet, Garrett",676979,L,FF,974,97,2484,17.5,0.798608163,0.87366004,142.5449933,150.9702478,4-Seam Fastball,87,75,60,-8.425254483,8.425254483,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,"Estévez, Carlos",608032,R,FF,298,96.4,2123,18.5,0.902120264,0.986908819,208.2472727,207.1128521,4-Seam Fastball,99,660,660,1.134420592,1.134420592,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Hancock, Emerson",676106,R,FF,228,93.5,2385,17.9,0.823512377,0.953295087,228.0790128,224.8850377,4-Seam Fastball,95,630,630,3.193975155,3.193975155,0,10,30,10,30,0,0,10:30,10:30, 0H 00M
,"Javier, Cristian",664299,R,FF,224,91.7,2301,20.3,0.931376161,0.940771307,202.5412261,197.2034625,4-Seam Fastball,94,675,690,5.33776355,5.33776355,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,"Kerkering, Orion",689147,R,FF,213,97.7,2371,18.7,0.884791751,0.971814888,223.0297027,215.9800509,4-Seam Fastball,97,630,645,7.049651802,7.049651802,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"López, Reynaldo",625643,R,FF,883,95.4,2065,17.6,0.885836923,0.979776956,209.1040806,205.3637775,4-Seam Fastball,98,660,675,3.740303104,3.740303104,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Núñez, Dedniel",673380,R,FF,218,96.3,2525,16.2,0.731757775,0.764242049,204.3125965,192.5884207,4-Seam Fastball,76,675,690,11.72417581,11.72417581,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,"Parker, Mitchell",680730,L,FF,722,92.5,2193,17.7,0.85458309,0.954183671,153.9090728,160.960885,4-Seam Fastball,95,765,765,-7.051812145,7.051812145,0,12,45,12,45,0,0,12:45,12:45, 0H 00M
,"Reid-Foley, Sean",656887,R,FF,254,95,2206,18.8,0.883484777,0.957957042,208.7295169,203.2815266,4-Seam Fastball,96,660,675,5.44799029,5.44799029,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Richards, Trevor",670950,R,FF,369,92.2,2253,20.9,0.977112894,0.990230099,202.9679843,203.4899565,4-Seam Fastball,99,675,675,-0.521972222,0.521972222,0,11,15,11,15,0,0,11:15,11:15, 0H 00M
,"Scott, Christian",681035,R,FF,415,94.2,2236,17.8,0.843750478,0.945181637,222.4725042,214.1915823,4-Seam Fastball,95,630,645,8.280921884,8.280921884,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"Taillon, Jameson",592791,R,FF,475,92.5,2283,16.8,0.792708729,0.911321949,206.7183162,204.0796061,4-Seam Fastball,91,660,675,2.638710063,2.638710063,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Wesneski, Hayden",669713,R,FF,364,94.5,2099,12.7,0.629835644,0.826093084,204.560614,202.6711989,4-Seam Fastball,83,675,675,1.889415138,1.889415138,0,11,15,11,15,0,0,11:15,11:15, 0H 00M
